id	lemma	context	index	label
d008.s005.t001	phosphorus	`` it can grow with either phosphorus or arsenic . ''	6	['phosphorus%1:27:00::']
d008.s005.t002	arsenic	`` it can grow with either phosphorus or arsenic . ''	8	['arsenic%1:27:00::']
d008.s006.t001	form	`` that make it very peculiar , though it fall short of be some form of truly ` alien ' life , '' comment paul_c._w._davies of arizona_state_university , a co-author of the report appear in Thursday 's online edition of the journal science .	14	['form%1:09:01::']
d008.s006.t002	life	`` that make it very peculiar , though it fall short of be some form of truly ` alien ' life , '' comment paul_c._w._davies of arizona_state_university , a co-author of the report appear in Thursday 's online edition of the journal science .	20	['life%1:19:00::']
d008.s006.t006	report	`` that make it very peculiar , though it fall short of be some form of truly ` alien ' life , '' comment paul_c._w._davies of arizona_state_university , a co-author of the report appear in Thursday 's online edition of the journal science .	32	['report%1:10:03::']
d008.s006.t007	Thursday	`` that make it very peculiar , though it fall short of be some form of truly ` alien ' life , '' comment paul_c._w._davies of arizona_state_university , a co-author of the report appear in Thursday 's online edition of the journal science .	35	['thursday%1:28:00::']
d008.s006.t008	edition	`` that make it very peculiar , though it fall short of be some form of truly ` alien ' life , '' comment paul_c._w._davies of arizona_state_university , a co-author of the report appear in Thursday 's online edition of the journal science .	38	['edition%1:10:02::']
d008.s006.t009	journal	`` that make it very peculiar , though it fall short of be some form of truly ` alien ' life , '' comment paul_c._w._davies of arizona_state_university , a co-author of the report appear in Thursday 's online edition of the journal science .	41	['journal%1:10:00::']
d008.s007.t001	element	Six major element have long be consider essential for life - carbon , hydrogen , nitrogen , oxygen , phosphorus and sulfur .	2	['element%1:27:00::']
d008.s007.t002	life	Six major element have long be consider essential for life - carbon , hydrogen , nitrogen , oxygen , phosphorus and sulfur .	9	['life%1:19:00::']
d008.s007.t003	carbon	Six major element have long be consider essential for life - carbon , hydrogen , nitrogen , oxygen , phosphorus and sulfur .	11	['carbon%1:27:00::']
d008.s007.t004	hydrogen	Six major element have long be consider essential for life - carbon , hydrogen , nitrogen , oxygen , phosphorus and sulfur .	13	['hydrogen%1:27:00::']
d008.s007.t005	nitrogen	Six major element have long be consider essential for life - carbon , hydrogen , nitrogen , oxygen , phosphorus and sulfur .	15	['nitrogen%1:27:00::']
d008.s007.t006	oxygen	Six major element have long be consider essential for life - carbon , hydrogen , nitrogen , oxygen , phosphorus and sulfur .	17	['oxygen%1:27:00::']
d008.s007.t007	phosphorus	Six major element have long be consider essential for life - carbon , hydrogen , nitrogen , oxygen , phosphorus and sulfur .	19	['phosphorus%1:27:00::']
d008.s007.t008	sulfur	Six major element have long be consider essential for life - carbon , hydrogen , nitrogen , oxygen , phosphorus and sulfur .	21	['sulfur%1:27:00::']
d008.s008.t001	researcher	but the researcher find that the bacterium , discover in mono_lake , Calif. , be able to continue to grow after substitute arsenic for phosphorus .	2	['researcher%1:18:00::']
d008.s008.t002	bacterium	but the researcher find that the bacterium , discover in mono_lake , Calif. , be able to continue to grow after substitute arsenic for phosphorus .	6	['bacterium%1:05:00::']
d008.s008.t004	Calif.	but the researcher find that the bacterium , discover in mono_lake , Calif. , be able to continue to grow after substitute arsenic for phosphorus .	12	['calif.%1:15:00::']
d008.s008.t005	arsenic	but the researcher find that the bacterium , discover in mono_lake , Calif. , be able to continue to grow after substitute arsenic for phosphorus .	22	['arsenic%1:27:00::']
d008.s008.t006	phosphorus	but the researcher find that the bacterium , discover in mono_lake , Calif. , be able to continue to grow after substitute arsenic for phosphorus .	24	['phosphorus%1:27:00::']
d008.s009.t003	report	`` it make you wonder what else be possible , '' say Ariel D. Anbar of arizona_state_university , a co-author of the report .	22	['report%1:10:03::']
d008.s010.t001	find	the find be important in the search for life beyond earth because researcher need to be able to recognize life , to know what life look like , Anbar say .	1	['find%1:09:00::']
d008.s010.t002	search	the find be important in the search for life beyond earth because researcher need to be able to recognize life , to know what life look like , Anbar say .	6	['search%1:04:00::']
d008.s010.t003	life	the find be important in the search for life beyond earth because researcher need to be able to recognize life , to know what life look like , Anbar say .	8	['life%1:19:00::']
d008.s010.t004	earth	the find be important in the search for life beyond earth because researcher need to be able to recognize life , to know what life look like , Anbar say .	10	['earth%1:17:00::']
d008.s010.t005	researcher	the find be important in the search for life beyond earth because researcher need to be able to recognize life , to know what life look like , Anbar say .	12	['researcher%1:18:00::']
d008.s010.t006	life	the find be important in the search for life beyond earth because researcher need to be able to recognize life , to know what life look like , Anbar say .	19	['life%1:19:00::']
d008.s010.t007	life	the find be important in the search for life beyond earth because researcher need to be able to recognize life , to know what life look like , Anbar say .	24	['life%1:19:00::']
d008.s011.t001	study	the study focus on a microbe find on Earth .	1	['study%1:09:02::']
d008.s011.t002	microbe	the study focus on a microbe find on Earth .	5	['microbe%1:05:00::']
d008.s011.t003	Earth	the study focus on a microbe find on Earth .	8	['earth%1:17:00::']
d008.s012.t001	announcement	however , the announcement of a news_conference to discuss it , which do not disclose detail of the find , generate widespread speculation on the Internet that the report would disclose the discovery of extraterrestrial_life .	3	['announcement%1:10:01::']
d008.s012.t002	news_conference	however , the announcement of a news_conference to discuss it , which do not disclose detail of the find , generate widespread speculation on the Internet that the report would disclose the discovery of extraterrestrial_life .	6	['news_conference%1:10:00::']
d008.s012.t003	detail	however , the announcement of a news_conference to discuss it , which do not disclose detail of the find , generate widespread speculation on the Internet that the report would disclose the discovery of extraterrestrial_life .	15	['detail%1:09:00::']
d008.s012.t004	find	however , the announcement of a news_conference to discuss it , which do not disclose detail of the find , generate widespread speculation on the Internet that the report would disclose the discovery of extraterrestrial_life .	18	['find%1:09:00::']
d008.s012.t005	speculation	however , the announcement of a news_conference to discuss it , which do not disclose detail of the find , generate widespread speculation on the Internet that the report would disclose the discovery of extraterrestrial_life .	22	['speculation%1:09:00::']
d008.s012.t006	Internet	however , the announcement of a news_conference to discuss it , which do not disclose detail of the find , generate widespread speculation on the Internet that the report would disclose the discovery of extraterrestrial_life .	25	['internet%1:06:00::']
d008.s012.t007	report	however , the announcement of a news_conference to discuss it , which do not disclose detail of the find , generate widespread speculation on the Internet that the report would disclose the discovery of extraterrestrial_life .	28	['report%1:10:03::']
d008.s012.t008	discovery	however , the announcement of a news_conference to discuss it , which do not disclose detail of the find , generate widespread speculation on the Internet that the report would disclose the discovery of extraterrestrial_life .	32	['discovery%1:04:00::']
d008.s014.t001	discovery	the discovery `` do show that in other planetary environment organism might be able to use other element to drive biochemistry and that the ` standard ' set of element we think be absolutely necessary for life might not be so fix , '' comment charles_cockell , professor at planetary and space science research_institute , open_university , in milton_keynes , united_kingdom .	1	['discovery%1:09:00::']
d008.s014.t002	environment	the discovery `` do show that in other planetary environment organism might be able to use other element to drive biochemistry and that the ` standard ' set of element we think be absolutely necessary for life might not be so fix , '' comment charles_cockell , professor at planetary and space science research_institute , open_university , in milton_keynes , united_kingdom .	9	['environment%1:26:00::']
d008.s014.t003	organism	the discovery `` do show that in other planetary environment organism might be able to use other element to drive biochemistry and that the ` standard ' set of element we think be absolutely necessary for life might not be so fix , '' comment charles_cockell , professor at planetary and space science research_institute , open_university , in milton_keynes , united_kingdom .	10	['organism%1:03:00::']
d008.s014.t004	element	the discovery `` do show that in other planetary environment organism might be able to use other element to drive biochemistry and that the ` standard ' set of element we think be absolutely necessary for life might not be so fix , '' comment charles_cockell , professor at planetary and space science research_institute , open_university , in milton_keynes , united_kingdom .	17	['element%1:27:00::']
d008.s014.t005	biochemistry	the discovery `` do show that in other planetary environment organism might be able to use other element to drive biochemistry and that the ` standard ' set of element we think be absolutely necessary for life might not be so fix , '' comment charles_cockell , professor at planetary and space science research_institute , open_university , in milton_keynes , united_kingdom .	20	['biochemistry%1:09:00::']
d008.s014.t006	set	the discovery `` do show that in other planetary environment organism might be able to use other element to drive biochemistry and that the ` standard ' set of element we think be absolutely necessary for life might not be so fix , '' comment charles_cockell , professor at planetary and space science research_institute , open_university , in milton_keynes , united_kingdom .	27	['set%1:14:00::']
d008.s014.t007	element	the discovery `` do show that in other planetary environment organism might be able to use other element to drive biochemistry and that the ` standard ' set of element we think be absolutely necessary for life might not be so fix , '' comment charles_cockell , professor at planetary and space science research_institute , open_university , in milton_keynes , united_kingdom .	29	['element%1:27:00::']
d008.s014.t008	life	the discovery `` do show that in other planetary environment organism might be able to use other element to drive biochemistry and that the ` standard ' set of element we think be absolutely necessary for life might not be so fix , '' comment charles_cockell , professor at planetary and space science research_institute , open_university , in milton_keynes , united_kingdom .	36	['life%1:19:00::']
d008.s014.t010	professor	the discovery `` do show that in other planetary environment organism might be able to use other element to drive biochemistry and that the ` standard ' set of element we think be absolutely necessary for life might not be so fix , '' comment charles_cockell , professor at planetary and space science research_institute , open_university , in milton_keynes , united_kingdom .	47	['professor%1:18:00::']
d008.s014.t011	space	the discovery `` do show that in other planetary environment organism might be able to use other element to drive biochemistry and that the ` standard ' set of element we think be absolutely necessary for life might not be so fix , '' comment charles_cockell , professor at planetary and space science research_institute , open_university , in milton_keynes , united_kingdom .	51	['space%1:15:01::']
d008.s014.t012	science	the discovery `` do show that in other planetary environment organism might be able to use other element to drive biochemistry and that the ` standard ' set of element we think be absolutely necessary for life might not be so fix , '' comment charles_cockell , professor at planetary and space science research_institute , open_university , in milton_keynes , united_kingdom .	52	['science%1:09:00::']
d008.s014.t014	open_university	the discovery `` do show that in other planetary environment organism might be able to use other element to drive biochemistry and that the ` standard ' set of element we think be absolutely necessary for life might not be so fix , '' comment charles_cockell , professor at planetary and space science research_institute , open_university , in milton_keynes , united_kingdom .	55	['open_university%1:14:00::']
d008.s014.t016	united_kingdom	the discovery `` do show that in other planetary environment organism might be able to use other element to drive biochemistry and that the ` standard ' set of element we think be absolutely necessary for life might not be so fix , '' comment charles_cockell , professor at planetary and space science research_institute , open_university , in milton_keynes , united_kingdom .	60	['united_kingdom%1:15:00::']
d008.s015.t001	part	Cockell be not part of the research team .	3	['part%1:24:00::']
d008.s015.t002	research	Cockell be not part of the research team .	6	['research%1:04:00::']
d008.s015.t003	team	Cockell be not part of the research team .	7	['team%1:14:00::']
d008.s016.t001	work	`` this work be novel because it show the substitution of one element for another in fundamental biochemistry and biochemical structure , '' add Cockell .	2	['work%1:06:00::']
d008.s016.t002	substitution	`` this work be novel because it show the substitution of one element for another in fundamental biochemistry and biochemical structure , '' add Cockell .	9	['substitution%1:11:00::']
d008.s016.t003	element	`` this work be novel because it show the substitution of one element for another in fundamental biochemistry and biochemical structure , '' add Cockell .	12	['element%1:27:00::']
d008.s016.t004	biochemistry	`` this work be novel because it show the substitution of one element for another in fundamental biochemistry and biochemical structure , '' add Cockell .	17	['biochemistry%1:09:00::']
d008.s016.t005	structure	`` this work be novel because it show the substitution of one element for another in fundamental biochemistry and biochemical structure , '' add Cockell .	20	['structure%1:07:00::']
d008.s017.t001	discovery	it be n't a chance discovery .	5	['discovery%1:10:00::']
d008.s018.t002	NASA	felisa_wolfe-simon of NASA 's Astrobiology Institute , who lead the study , target mono_lake because it have high arsenic level .	2	['nasa%1:14:00::']
d008.s018.t003	Astrobiology	felisa_wolfe-simon of NASA 's Astrobiology Institute , who lead the study , target mono_lake because it have high arsenic level .	4	['astrobiology%1:09:00::']
d008.s018.t004	Institute	felisa_wolfe-simon of NASA 's Astrobiology Institute , who lead the study , target mono_lake because it have high arsenic level .	5	['institute%1:14:00::']
d008.s018.t005	study	felisa_wolfe-simon of NASA 's Astrobiology Institute , who lead the study , target mono_lake because it have high arsenic level .	10	['study%1:04:00::']
d008.s018.t007	arsenic	felisa_wolfe-simon of NASA 's Astrobiology Institute , who lead the study , target mono_lake because it have high arsenic level .	18	['arsenic%1:27:00::']
d008.s018.t008	level	felisa_wolfe-simon of NASA 's Astrobiology Institute , who lead the study , target mono_lake because it have high arsenic level .	19	['level%1:07:00::']
d008.s019.t001	arsenic	arsenic and phosphorus be chemically similar , so she speculate that a microbe expose to both might be able to substitute one for the other .	0	['arsenic%1:27:00::']
d008.s019.t002	phosphorus	arsenic and phosphorus be chemically similar , so she speculate that a microbe expose to both might be able to substitute one for the other .	2	['phosphorus%1:27:00::']
d008.s019.t003	microbe	arsenic and phosphorus be chemically similar , so she speculate that a microbe expose to both might be able to substitute one for the other .	12	['microbe%1:05:00::']
d008.s020.t001	arsenic	`` arsenic be toxic mainly because its chemical behavior be so similar to that of phosphorus . ''	1	['arsenic%1:27:00::']
d008.s020.t002	chemical	`` arsenic be toxic mainly because its chemical behavior be so similar to that of phosphorus . ''	7	['chemical%1:27:00::']
d008.s020.t003	behavior	`` arsenic be toxic mainly because its chemical behavior be so similar to that of phosphorus . ''	8	['behavior%1:26:00::']
d008.s020.t004	phosphorus	`` arsenic be toxic mainly because its chemical behavior be so similar to that of phosphorus . ''	15	['phosphorus%1:27:00::']
d008.s021.t001	result	`` as a result , organism have a hard_time tell these element apart . ''	3	['result%1:19:00::']
d008.s021.t002	organism	`` as a result , organism have a hard_time tell these element apart . ''	5	['organism%1:03:00::']
d008.s021.t003	hard_time	`` as a result , organism have a hard_time tell these element apart . ''	8	['hard_time%1:26:00::']
d008.s021.t004	element	`` as a result , organism have a hard_time tell these element apart . ''	11	['element%1:27:00::']
d008.s022.t001	arsenic	`` but arsenic be different enough that it do n't work as well as phosphorus , so it get in there and sort of gum up the works of our biochemical machinery , '' explain Anbar .	2	['arsenic%1:27:00::']
d008.s022.t002	phosphorus	`` but arsenic be different enough that it do n't work as well as phosphorus , so it get in there and sort of gum up the works of our biochemical machinery , '' explain Anbar .	14	['phosphorus%1:27:00::']
d008.s022.t004	machinery	`` but arsenic be different enough that it do n't work as well as phosphorus , so it get in there and sort of gum up the works of our biochemical machinery , '' explain Anbar .	31	['machinery%1:06:00::']
d008.s023.t001	researcher	the researcher collect the bacterium know as GFAJ-1 and expose it to increase concentration of arsenic , which it be able to adapt to and grow .	1	['researcher%1:18:00::']
d008.s023.t002	bacterium	the researcher collect the bacterium know as GFAJ-1 and expose it to increase concentration of arsenic , which it be able to adapt to and grow .	4	['bacterium%1:05:00::']
d008.s023.t004	concentration	the researcher collect the bacterium know as GFAJ-1 and expose it to increase concentration of arsenic , which it be able to adapt to and grow .	13	['concentration%1:07:02::']
d008.s023.t005	arsenic	the researcher collect the bacterium know as GFAJ-1 and expose it to increase concentration of arsenic , which it be able to adapt to and grow .	15	['arsenic%1:27:00::']
d008.s024.t001	microbe	the microbe do grow well on phosphorus , but show that it can live with arsenic instead raise the possibility that a life_form use arsenic could occur naturally , either elsewhere on Earth or on another planet or moon where arsenic be more common .	1	['microbe%1:05:00::']
d008.s024.t002	phosphorus	the microbe do grow well on phosphorus , but show that it can live with arsenic instead raise the possibility that a life_form use arsenic could occur naturally , either elsewhere on Earth or on another planet or moon where arsenic be more common .	6	['phosphorus%1:27:00::']
d008.s024.t003	arsenic	the microbe do grow well on phosphorus , but show that it can live with arsenic instead raise the possibility that a life_form use arsenic could occur naturally , either elsewhere on Earth or on another planet or moon where arsenic be more common .	15	['arsenic%1:27:00::']
d008.s024.t004	possibility	the microbe do grow well on phosphorus , but show that it can live with arsenic instead raise the possibility that a life_form use arsenic could occur naturally , either elsewhere on Earth or on another planet or moon where arsenic be more common .	19	['possibility%1:26:00::']
d008.s024.t005	life_form	the microbe do grow well on phosphorus , but show that it can live with arsenic instead raise the possibility that a life_form use arsenic could occur naturally , either elsewhere on Earth or on another planet or moon where arsenic be more common .	22	['life_form%1:08:00::']
d008.s024.t006	arsenic	the microbe do grow well on phosphorus , but show that it can live with arsenic instead raise the possibility that a life_form use arsenic could occur naturally , either elsewhere on Earth or on another planet or moon where arsenic be more common .	24	['arsenic%1:27:00::']
d008.s024.t007	Earth	the microbe do grow well on phosphorus , but show that it can live with arsenic instead raise the possibility that a life_form use arsenic could occur naturally , either elsewhere on Earth or on another planet or moon where arsenic be more common .	32	['earth%1:17:00::']
d008.s024.t008	planet	the microbe do grow well on phosphorus , but show that it can live with arsenic instead raise the possibility that a life_form use arsenic could occur naturally , either elsewhere on Earth or on another planet or moon where arsenic be more common .	36	['planet%1:17:01::', 'planet%1:17:00::']
d008.s024.t009	moon	the microbe do grow well on phosphorus , but show that it can live with arsenic instead raise the possibility that a life_form use arsenic could occur naturally , either elsewhere on Earth or on another planet or moon where arsenic be more common .	38	['moon%1:17:00::']
d008.s024.t010	arsenic	the microbe do grow well on phosphorus , but show that it can live with arsenic instead raise the possibility that a life_form use arsenic could occur naturally , either elsewhere on Earth or on another planet or moon where arsenic be more common .	40	['arsenic%1:27:00::']
d008.s025.t001	assistant_professor	Jamie S. Foster , an assistant_professor of microbiology at the university_of_florida , say the idea that arsenic could be substitute for phosphorus be n't new , but there have never be example where it be show to work .	5	['assistant_professor%1:18:00::']
d008.s025.t002	microbiology	Jamie S. Foster , an assistant_professor of microbiology at the university_of_florida , say the idea that arsenic could be substitute for phosphorus be n't new , but there have never be example where it be show to work .	7	['microbiology%1:09:00::']
d008.s025.t004	idea	Jamie S. Foster , an assistant_professor of microbiology at the university_of_florida , say the idea that arsenic could be substitute for phosphorus be n't new , but there have never be example where it be show to work .	14	['idea%1:09:00::']
d008.s025.t005	arsenic	Jamie S. Foster , an assistant_professor of microbiology at the university_of_florida , say the idea that arsenic could be substitute for phosphorus be n't new , but there have never be example where it be show to work .	16	['arsenic%1:27:00::']
d008.s025.t006	phosphorus	Jamie S. Foster , an assistant_professor of microbiology at the university_of_florida , say the idea that arsenic could be substitute for phosphorus be n't new , but there have never be example where it be show to work .	21	['phosphorus%1:27:00::']
d008.s025.t007	example	Jamie S. Foster , an assistant_professor of microbiology at the university_of_florida , say the idea that arsenic could be substitute for phosphorus be n't new , but there have never be example where it be show to work .	31	['example%1:11:00::']
d008.s026.t001	arsenic	arsenic be more common in the early time on Earth , she say , so researcher have speculate that early life_form might have use it .	0	['arsenic%1:27:00::']
d008.s026.t002	time	arsenic be more common in the early time on Earth , she say , so researcher have speculate that early life_form might have use it .	7	['time%1:28:05::']
d008.s026.t003	Earth	arsenic be more common in the early time on Earth , she say , so researcher have speculate that early life_form might have use it .	9	['earth%1:17:00::']
d008.s026.t004	researcher	arsenic be more common in the early time on Earth , she say , so researcher have speculate that early life_form might have use it .	15	['researcher%1:18:00::']
d008.s026.t005	life_form	arsenic be more common in the early time on Earth , she say , so researcher have speculate that early life_form might have use it .	20	['life_form%1:08:00::']
d008.s027.t001	way	`` it do suggest that that there could be other way to form life , not just how life form on early earth , '' say Foster , who be not part of Wolfe-Simon 's research team .	10	['way%1:04:01::']
d008.s027.t002	life	`` it do suggest that that there could be other way to form life , not just how life form on early earth , '' say Foster , who be not part of Wolfe-Simon 's research team .	13	['life%1:19:00::']
d008.s027.t003	life	`` it do suggest that that there could be other way to form life , not just how life form on early earth , '' say Foster , who be not part of Wolfe-Simon 's research team .	18	['life%1:19:00::']
d008.s027.t004	earth	`` it do suggest that that there could be other way to form life , not just how life form on early earth , '' say Foster , who be not part of Wolfe-Simon 's research team .	22	['earth%1:17:00::']
d008.s027.t005	part	`` it do suggest that that there could be other way to form life , not just how life form on early earth , '' say Foster , who be not part of Wolfe-Simon 's research team .	31	['part%1:24:00::']
d008.s027.t006	research	`` it do suggest that that there could be other way to form life , not just how life form on early earth , '' say Foster , who be not part of Wolfe-Simon 's research team .	35	['research%1:04:00::']
d008.s027.t007	team	`` it do suggest that that there could be other way to form life , not just how life form on early earth , '' say Foster , who be not part of Wolfe-Simon 's research team .	36	['team%1:14:00::']
d008.s028.t001	research	the research be support by NASA , the department_of_energy and the national_institutes_of_health .	1	['research%1:04:00::']
d008.s028.t002	NASA	the research be support by NASA , the department_of_energy and the national_institutes_of_health .	5	['nasa%1:14:00::']
d008.s028.t003	department_of_energy	the research be support by NASA , the department_of_energy and the national_institutes_of_health .	8	['department_of_energy%1:14:00::']
d008.s028.t004	national_institutes_of_health	the research be support by NASA , the department_of_energy and the national_institutes_of_health .	11	['national_institutes_of_health%1:14:00::']
d009.s001.t001	routine	the democratic routine	2	['routine%1:04:00::']
d009.s002.t001	support	support for democracy in latin_america continue to edge up , as do backing for private_enterprise .	0	['support%1:04:00::']
d009.s002.t002	democracy	support for democracy in latin_america continue to edge up , as do backing for private_enterprise .	2	['democracy%1:14:00::']
d009.s002.t003	latin_america	support for democracy in latin_america continue to edge up , as do backing for private_enterprise .	4	['latin_america%1:15:00::']
d009.s002.t004	backing	support for democracy in latin_america continue to edge up , as do backing for private_enterprise .	12	['backing%1:04:00::']
d009.s002.t005	private_enterprise	support for democracy in latin_america continue to edge up , as do backing for private_enterprise .	14	['private_enterprise%1:14:00::']
d009.s003.t001	crime	crime have become a big worry than unemployment .	0	['crime%1:04:00::']
d009.s003.t002	worry	crime have become a big worry than unemployment .	5	['worry%1:09:00::']
d009.s003.t003	unemployment	crime have become a big worry than unemployment .	7	['unemployment%1:26:00::']
d009.s004.t001	Brazil	and Brazil be see as more influential than the united_states across much of the region .	1	['brazil%1:15:00::']
d009.s004.t002	united_states	and Brazil be see as more influential than the united_states across much of the region .	9	['united_states%1:15:00::']
d009.s004.t003	region	and Brazil be see as more influential than the united_states across much of the region .	14	['region%1:15:01::']
d009.s005.t001	finding	those be some of the finding of the late Latinobarmetro poll take in @card@ country and publish exclusively by the economist .	5	['finding%1:17:00::']
d009.s005.t003	poll	those be some of the finding of the late Latinobarmetro poll take in @card@ country and publish exclusively by the economist .	10	['poll%1:09:00::']
d009.s005.t004	country	those be some of the finding of the late Latinobarmetro poll take in @card@ country and publish exclusively by the economist .	14	['country%1:14:00::']
d009.s006.t001	poll	because the poll have be take regularly since @card@ , it track change in attitude across the region .	2	['poll%1:09:00::']
d009.s006.t002	change	because the poll have be take regularly since @card@ , it track change in attitude across the region .	12	['change%1:24:00::']
d009.s006.t003	attitude	because the poll have be take regularly since @card@ , it track change in attitude across the region .	14	['attitude%1:09:00::']
d009.s006.t004	region	because the poll have be take regularly since @card@ , it track change in attitude across the region .	17	['region%1:15:01::']
d009.s007.t001	thing	Two related thing stand out in the result of this year 's poll , take in September and early October .	2	['thing%1:26:00::']
d009.s007.t002	result	Two related thing stand out in the result of this year 's poll , take in September and early October .	7	['result%1:19:00::']
d009.s007.t003	year	Two related thing stand out in the result of this year 's poll , take in September and early October .	10	['year%1:28:01::']
d009.s007.t004	poll	Two related thing stand out in the result of this year 's poll , take in September and early October .	12	['poll%1:09:00::']
d009.s007.t006	October	Two related thing stand out in the result of this year 's poll , take in September and early October .	19	['october%1:28:00::']
d009.s008.t001	latin_america	the first be latin_america 's fairly sunny mood .	3	['latin_america%1:15:00::']
d009.s008.t002	mood	the first be latin_america 's fairly sunny mood .	7	['mood%1:26:00::']
d009.s009.t001	second	the second be the increase stability of attitude towards democracy and its core institution .	1	['second%1:24:00::']
d009.s009.t002	stability	the second be the increase stability of attitude towards democracy and its core institution .	5	['stability%1:07:01::']
d009.s009.t003	attitude	the second be the increase stability of attitude towards democracy and its core institution .	7	['attitude%1:09:00::']
d009.s009.t004	democracy	the second be the increase stability of attitude towards democracy and its core institution .	9	['democracy%1:14:00::']
d009.s009.t005	institution	the second be the increase stability of attitude towards democracy and its core institution .	13	['institution%1:14:00::']
d009.s010.t001	support	support for democracy have rise noticeably in several country on the Pacific_rim of south_america ( see table 1 ) .	0	['support%1:04:00::']
d009.s010.t002	democracy	support for democracy have rise noticeably in several country on the Pacific_rim of south_america ( see table 1 ) .	2	['democracy%1:14:00::']
d009.s010.t003	country	support for democracy have rise noticeably in several country on the Pacific_rim of south_america ( see table 1 ) .	8	['country%1:14:00::']
d009.s010.t005	south_america	support for democracy have rise noticeably in several country on the Pacific_rim of south_america ( see table 1 ) .	13	['south_america%1:17:00::']
d009.s010.t006	table	support for democracy have rise noticeably in several country on the Pacific_rim of south_america ( see table 1 ) .	16	['table%1:14:00::']
d009.s011.t001	example	for example in Peru , where economic_growth have average 6 % a year since @card@ , support for democracy have rise from a low of @card@ % in @card@ to @card@ % this year .	1	['example%1:09:00::']
d009.s011.t002	Peru	for example in Peru , where economic_growth have average 6 % a year since @card@ , support for democracy have rise from a low of @card@ % in @card@ to @card@ % this year .	3	['peru%1:15:00::']
d009.s011.t003	economic_growth	for example in Peru , where economic_growth have average 6 % a year since @card@ , support for democracy have rise from a low of @card@ % in @card@ to @card@ % this year .	6	['economic_growth%1:22:00::']
d009.s011.t005	year	for example in Peru , where economic_growth have average 6 % a year since @card@ , support for democracy have rise from a low of @card@ % in @card@ to @card@ % this year .	12	['year%1:28:01::']
d009.s011.t006	support	for example in Peru , where economic_growth have average 6 % a year since @card@ , support for democracy have rise from a low of @card@ % in @card@ to @card@ % this year .	16	['support%1:04:00::']
d009.s011.t007	democracy	for example in Peru , where economic_growth have average 6 % a year since @card@ , support for democracy have rise from a low of @card@ % in @card@ to @card@ % this year .	18	['democracy%1:14:00::']
d009.s011.t008	low	for example in Peru , where economic_growth have average 6 % a year since @card@ , support for democracy have rise from a low of @card@ % in @card@ to @card@ % this year .	23	['low%1:07:00::']
d009.s011.t011	year	for example in Peru , where economic_growth have average 6 % a year since @card@ , support for democracy have rise from a low of @card@ % in @card@ to @card@ % this year .	33	['year%1:28:01::']
d009.s012.t001	Mexico	it also rise in Mexico , where the economy have recover after suffer a big drop in output last year .	4	['mexico%1:15:00::']
d009.s012.t002	economy	it also rise in Mexico , where the economy have recover after suffer a big drop in output last year .	8	['economy%1:14:00::']
d009.s012.t003	drop	it also rise in Mexico , where the economy have recover after suffer a big drop in output last year .	15	['drop%1:07:00::']
d009.s012.t004	output	it also rise in Mexico , where the economy have recover after suffer a big drop in output last year .	17	['output%1:23:00::']
d009.s012.t005	year	it also rise in Mexico , where the economy have recover after suffer a big drop in output last year .	19	['year%1:28:01::']
d009.s013.t001	half	but only around half of respondent in Mexico and Brazil , the region 's two most populous country , be convinced democrat , which drag down the regional average ( see chart 2 ) .	3	['half%1:23:00::']
d009.s013.t002	respondent	but only around half of respondent in Mexico and Brazil , the region 's two most populous country , be convinced democrat , which drag down the regional average ( see chart 2 ) .	5	['respondent%1:18:00::']
d009.s013.t003	Mexico	but only around half of respondent in Mexico and Brazil , the region 's two most populous country , be convinced democrat , which drag down the regional average ( see chart 2 ) .	7	['mexico%1:15:00::']
d009.s013.t004	Brazil	but only around half of respondent in Mexico and Brazil , the region 's two most populous country , be convinced democrat , which drag down the regional average ( see chart 2 ) .	9	['brazil%1:15:00::']
d009.s013.t005	region	but only around half of respondent in Mexico and Brazil , the region 's two most populous country , be convinced democrat , which drag down the regional average ( see chart 2 ) .	12	['region%1:15:00::']
d009.s013.t006	country	but only around half of respondent in Mexico and Brazil , the region 's two most populous country , be convinced democrat , which drag down the regional average ( see chart 2 ) .	17	['country%1:14:00::']
d009.s013.t007	democrat	but only around half of respondent in Mexico and Brazil , the region 's two most populous country , be convinced democrat , which drag down the regional average ( see chart 2 ) .	21	['democrat%1:18:00::']
d009.s013.t008	average	but only around half of respondent in Mexico and Brazil , the region 's two most populous country , be convinced democrat , which drag down the regional average ( see chart 2 ) .	28	['average%1:09:00::']
d009.s013.t009	chart	but only around half of respondent in Mexico and Brazil , the region 's two most populous country , be convinced democrat , which drag down the regional average ( see chart 2 ) .	31	['chart%1:10:00::']
d009.s014.t002	respondent	some @card@ % of respondent across the region pronounce themselves satisfy with how their country 's democracy work in practice , the same figure as last year but a big increase on the @card@ % in @card@ ( chart 3 ) .	4	['respondent%1:18:00::']
d009.s014.t003	region	some @card@ % of respondent across the region pronounce themselves satisfy with how their country 's democracy work in practice , the same figure as last year but a big increase on the @card@ % in @card@ ( chart 3 ) .	7	['region%1:15:00::']
d009.s014.t004	country	some @card@ % of respondent across the region pronounce themselves satisfy with how their country 's democracy work in practice , the same figure as last year but a big increase on the @card@ % in @card@ ( chart 3 ) .	14	['country%1:14:00::']
